incident_id,incident_date,severity_level,primary_root_cause,impacted_service,time_to_detect_mins,time_to_resolve_mins,customer_sla_breached,incident_commander,postmortem_document_url,financial_penalty_usd
INC-2026-02-0028,2026-001-05,"P2 - Minor Component Issue","Corrupted Vector Index Partition",Search Reranker,13,222,NO,"Elena Smith",https://wiki.helixforge.internal/postmortems/INC-2026-02-0028.md,0
INC-2026-02-0029,2026-003-25,"P2 - Minor Component Issue","Database Connection Pool Exhaustion",Expensify Sync,8,222,NO,"Dominic Bhat",https://wiki.helixforge.internal/postmortems/INC-2026-02-0029.md,0
INC-2026-02-0030,2026-005-26,"P1 - Major Degradation","Corrupted Vector Index Partition",Vector Engine API,16,61,NO,"Mara Watanabe",https://wiki.helixforge.internal/postmortems/INC-2026-02-0030.md,0
INC-2026-02-0031,2026-001-08,"P1 - Major Degradation","Upstream Provider Outage",Workday Single Sign-On,21,162,NO,"Soren Mueller",https://wiki.helixforge.internal/postmortems/INC-2026-02-0031.md,0
INC-2026-02-0032,2026-004-07,"P1 - Major Degradation","Database Connection Pool Exhaustion",Vector Engine API,5,108,NO,"Ethan Watanabe",https://wiki.helixforge.internal/postmortems/INC-2026-02-0032.md,0
INC-2026-02-0033,2026-004-07,"P1 - Major Degradation","Slurm GPU Out of Memory",Vector Engine API,5,156,NO,"Dmitri Takahashi",https://wiki.helixforge.internal/postmortems/INC-2026-02-0033.md,0
INC-2026-02-0034,2026-005-16,"P2 - Minor Component Issue","Expired TLS Certificate",Vector Engine API,13,58,NO,"Dominic Lin",https://wiki.helixforge.internal/postmortems/INC-2026-02-0034.md,0
INC-2026-02-0035,2026-005-28,"P1 - Major Degradation","Slurm GPU Out of Memory",Vector Engine API,20,25,NO,"Elena Garcia",https://wiki.helixforge.internal/postmortems/INC-2026-02-0035.md,0
INC-2026-02-0036,2026-003-26,"P1 - Major Degradation","Expired TLS Certificate",Workday Single Sign-On,18,59,NO,"Zoe Tanaka",https://wiki.helixforge.internal/postmortems/INC-2026-02-0036.md,0
INC-2026-02-0037,2026-002-04,"P0 - Critical Outage","BGP Route Flapping",Search Reranker,7,227,YES (Credit Issued),"Devon Ivanov",https://wiki.helixforge.internal/postmortems/INC-2026-02-0037.md,39670
INC-2026-02-0038,2026-002-21,"P1 - Major Degradation","Slurm GPU Out of Memory",Vector Engine API,13,183,NO,"Mina Nguyen",https://wiki.helixforge.internal/postmortems/INC-2026-02-0038.md,0
INC-2026-02-0039,2026-006-22,"P1 - Major Degradation","BGP Route Flapping",Vector Engine API,15,91,NO,"Siddharth Bhat",https://wiki.helixforge.internal/postmortems/INC-2026-02-0039.md,0
INC-2026-02-0040,2026-006-02,"P2 - Minor Component Issue","Corrupted Vector Index Partition",Vector Engine API,21,204,NO,"Mina Nguyen",https://wiki.helixforge.internal/postmortems/INC-2026-02-0040.md,0
INC-2026-02-0041,2026-004-03,"P2 - Minor Component Issue","Expired TLS Certificate",Workday Single Sign-On,13,149,NO,"Zoe Vance",https://wiki.helixforge.internal/postmortems/INC-2026-02-0041.md,0
INC-2026-02-0042,2026-001-05,"P2 - Minor Component Issue","Upstream Provider Outage",Vector Engine API,25,93,NO,"Hannah Kovacs",https://wiki.helixforge.internal/postmortems/INC-2026-02-0042.md,0
INC-2026-02-0043,2026-003-18,"P0 - Critical Outage","Expired TLS Certificate",Search Reranker,7,227,YES (Credit Issued),"Olivia Hale",https://wiki.helixforge.internal/postmortems/INC-2026-02-0043.md,35651
INC-2026-02-0044,2026-001-12,"P0 - Critical Outage","Upstream Provider Outage",Expensify Sync,2,40,NO,"Gabriel Thorne",https://wiki.helixforge.internal/postmortems/INC-2026-02-0044.md,0
INC-2026-02-0045,2026-004-16,"P2 - Minor Component Issue","Expired TLS Certificate",Workday Single Sign-On,20,100,NO,"Devon Wong",https://wiki.helixforge.internal/postmortems/INC-2026-02-0045.md,0
INC-2026-02-0046,2026-004-21,"P2 - Minor Component Issue","BGP Route Flapping",Vector Engine API,14,66,NO,"Sophia Kovacs",https://wiki.helixforge.internal/postmortems/INC-2026-02-0046.md,0
INC-2026-02-0047,2026-001-03,"P1 - Major Degradation","Corrupted Vector Index Partition",Expensify Sync,21,39,NO,"Siddharth Zhao",https://wiki.helixforge.internal/postmortems/INC-2026-02-0047.md,0
INC-2026-02-0048,2026-005-21,"P2 - Minor Component Issue","BGP Route Flapping",Search Reranker,8,236,NO,"Dominic Ivanov",https://wiki.helixforge.internal/postmortems/INC-2026-02-0048.md,0
INC-2026-02-0049,2026-004-01,"P2 - Minor Component Issue","Slurm GPU Out of Memory",Expensify Sync,17,24,NO,"Siddharth Hale",https://wiki.helixforge.internal/postmortems/INC-2026-02-0049.md,0
INC-2026-02-0050,2026-004-14,"P0 - Critical Outage","Upstream Provider Outage",Expensify Sync,17,177,YES (Credit Issued),"Raj Kovacs",https://wiki.helixforge.internal/postmortems/INC-2026-02-0050.md,18388
INC-2026-02-0051,2026-004-07,"P2 - Minor Component Issue","Expired TLS Certificate",Search Reranker,4,207,NO,"Sarah Garcia",https://wiki.helixforge.internal/postmortems/INC-2026-02-0051.md,0
INC-2026-02-0052,2026-006-28,"P1 - Major Degradation","Expired TLS Certificate",Search Reranker,6,228,NO,"Aris Joshi",https://wiki.helixforge.internal/postmortems/INC-2026-02-0052.md,0
INC-2026-02-0053,2026-001-04,"P1 - Major Degradation","Database Connection Pool Exhaustion",Expensify Sync,23,85,NO,"Kaito Al-Mansoor",https://wiki.helixforge.internal/postmortems/INC-2026-02-0053.md,0
INC-2026-02-0054,2026-001-13,"P2 - Minor Component Issue","Corrupted Vector Index Partition",Vector Engine API,8,145,NO,"Mara Santos",https://wiki.helixforge.internal/postmortems/INC-2026-02-0054.md,0
INC-2026-02-0055,2026-003-01,"P2 - Minor Component Issue","Upstream Provider Outage",Expensify Sync,21,141,NO,"Mei-Ling Kovacs",https://wiki.helixforge.internal/postmortems/INC-2026-02-0055.md,0
INC-2026-02-0056,2026-002-04,"P1 - Major Degradation","Upstream Provider Outage",Vector Engine API,6,180,NO,"Siddharth Zhao",https://wiki.helixforge.internal/postmortems/INC-2026-02-0056.md,0
INC-2026-02-0057,2026-002-19,"P0 - Critical Outage","Expired TLS Certificate",Vector Engine API,20,45,NO,"Raj Al-Mansoor",https://wiki.helixforge.internal/postmortems/INC-2026-02-0057.md,0
INC-2026-02-0058,2026-003-11,"P2 - Minor Component Issue","Slurm GPU Out of Memory",Vector Engine API,15,54,NO,"Elena Kovacs",https://wiki.helixforge.internal/postmortems/INC-2026-02-0058.md,0
INC-2026-02-0059,2026-002-24,"P1 - Major Degradation","Expired TLS Certificate",Expensify Sync,18,182,NO,"Hannah Voss",https://wiki.helixforge.internal/postmortems/INC-2026-02-0059.md,0
INC-2026-02-0060,2026-004-06,"P1 - Major Degradation","BGP Route Flapping",Search Reranker,8,182,NO,"Mina Hale",https://wiki.helixforge.internal/postmortems/INC-2026-02-0060.md,0
INC-2026-02-0061,2026-002-02,"P1 - Major Degradation","Expired TLS Certificate",Search Reranker,6,23,NO,"Zoe Mueller",https://wiki.helixforge.internal/postmortems/INC-2026-02-0061.md,0
INC-2026-02-0062,2026-005-10,"P1 - Major Degradation","Database Connection Pool Exhaustion",Vector Engine API,8,84,NO,"Dominic Tanaka",https://wiki.helixforge.internal/postmortems/INC-2026-02-0062.md,0
INC-2026-02-0063,2026-005-11,"P1 - Major Degradation","Slurm GPU Out of Memory",Search Reranker,9,57,NO,"Raj Lindqvist",https://wiki.helixforge.internal/postmortems/INC-2026-02-0063.md,0
INC-2026-02-0064,2026-001-02,"P0 - Critical Outage","Expired TLS Certificate",Search Reranker,5,50,NO,"Mei-Ling Silva",https://wiki.helixforge.internal/postmortems/INC-2026-02-0064.md,0
INC-2026-02-0065,2026-002-01,"P1 - Major Degradation","BGP Route Flapping",Search Reranker,13,223,NO,"Zoe Vance",https://wiki.helixforge.internal/postmortems/INC-2026-02-0065.md,0
INC-2026-02-0066,2026-002-02,"P2 - Minor Component Issue","Upstream Provider Outage",Workday Single Sign-On,7,175,NO,"Dmitri Kim",https://wiki.helixforge.internal/postmortems/INC-2026-02-0066.md,0
INC-2026-02-0067,2026-006-14,"P1 - Major Degradation","Upstream Provider Outage",Workday Single Sign-On,17,24,NO,"Beatriz Hale",https://wiki.helixforge.internal/postmortems/INC-2026-02-0067.md,0
INC-2026-02-0068,2026-002-10,"P1 - Major Degradation","Corrupted Vector Index Partition",Search Reranker,4,111,NO,"Fatima Dubois",https://wiki.helixforge.internal/postmortems/INC-2026-02-0068.md,0
INC-2026-02-0069,2026-002-16,"P1 - Major Degradation","Database Connection Pool Exhaustion",Vector Engine API,14,165,NO,"Sarah Al-Mansoor",https://wiki.helixforge.internal/postmortems/INC-2026-02-0069.md,0
INC-2026-02-0070,2026-004-12,"P2 - Minor Component Issue","Slurm GPU Out of Memory",Vector Engine API,23,165,NO,"Mara O'Connor",https://wiki.helixforge.internal/postmortems/INC-2026-02-0070.md,0
INC-2026-02-0071,2026-003-09,"P2 - Minor Component Issue","BGP Route Flapping",Workday Single Sign-On,12,97,NO,"Matteo Patel",https://wiki.helixforge.internal/postmortems/INC-2026-02-0071.md,0
INC-2026-02-0072,2026-005-05,"P1 - Major Degradation","BGP Route Flapping",Workday Single Sign-On,15,123,NO,"Marcus Lin",https://wiki.helixforge.internal/postmortems/INC-2026-02-0072.md,0
INC-2026-02-0073,2026-005-28,"P1 - Major Degradation","BGP Route Flapping",Vector Engine API,16,88,NO,"Isla Chen",https://wiki.helixforge.internal/postmortems/INC-2026-02-0073.md,0
INC-2026-02-0074,2026-001-14,"P0 - Critical Outage","Expired TLS Certificate",Vector Engine API,6,28,NO,"Ava Smith",https://wiki.helixforge.internal/postmortems/INC-2026-02-0074.md,0
INC-2026-02-0075,2026-003-12,"P1 - Major Degradation","Corrupted Vector Index Partition",Workday Single Sign-On,12,67,NO,"Liam Silva",https://wiki.helixforge.internal/postmortems/INC-2026-02-0075.md,0
INC-2026-02-0076,2026-002-12,"P2 - Minor Component Issue","Database Connection Pool Exhaustion",Expensify Sync,25,91,NO,"Dmitri Al-Mansoor",https://wiki.helixforge.internal/postmortems/INC-2026-02-0076.md,0
INC-2026-02-0077,2026-001-15,"P1 - Major Degradation","Slurm GPU Out of Memory",Expensify Sync,16,155,NO,"Soren Lin",https://wiki.helixforge.internal/postmortems/INC-2026-02-0077.md,0
INC-2026-02-0078,2026-003-26,"P1 - Major Degradation","Expired TLS Certificate",Search Reranker,21,157,NO,"Elena Tanaka",https://wiki.helixforge.internal/postmortems/INC-2026-02-0078.md,0
INC-2026-02-0079,2026-004-12,"P2 - Minor Component Issue","Upstream Provider Outage",Vector Engine API,11,54,NO,"Zoe Hale",https://wiki.helixforge.internal/postmortems/INC-2026-02-0079.md,0
INC-2026-02-0080,2026-004-24,"P1 - Major Degradation","Database Connection Pool Exhaustion",Search Reranker,5,61,NO,"Mara Nguyen",https://wiki.helixforge.internal/postmortems/INC-2026-02-0080.md,0
INC-2026-02-0081,2026-004-24,"P0 - Critical Outage","Corrupted Vector Index Partition",Vector Engine API,2,47,NO,"Dmitri Kovacs",https://wiki.helixforge.internal/postmortems/INC-2026-02-0081.md,0
INC-2026-02-0082,2026-002-08,"P0 - Critical Outage","Database Connection Pool Exhaustion",Search Reranker,21,47,NO,"Chloe Johnson",https://wiki.helixforge.internal/postmortems/INC-2026-02-0082.md,0
INC-2026-02-0083,2026-006-02,"P1 - Major Degradation","BGP Route Flapping",Workday Single Sign-On,20,74,NO,"Dominic Kovacs",https://wiki.helixforge.internal/postmortems/INC-2026-02-0083.md,0
INC-2026-02-0084,2026-002-17,"P1 - Major Degradation","Database Connection Pool Exhaustion",Vector Engine API,17,38,NO,"Soren Wong",https://wiki.helixforge.internal/postmortems/INC-2026-02-0084.md,0
INC-2026-02-0085,2026-004-14,"P0 - Critical Outage","Expired TLS Certificate",Vector Engine API,9,203,YES (Credit Issued),"Tariq Smith",https://wiki.helixforge.internal/postmortems/INC-2026-02-0085.md,27651
INC-2026-02-0086,2026-005-02,"P2 - Minor Component Issue","Database Connection Pool Exhaustion",Search Reranker,9,44,NO,"Carlos Nguyen",https://wiki.helixforge.internal/postmortems/INC-2026-02-0086.md,0
INC-2026-02-0087,2026-004-24,"P0 - Critical Outage","Slurm GPU Out of Memory",Workday Single Sign-On,6,207,YES (Credit Issued),"Elena Joshi",https://wiki.helixforge.internal/postmortems/INC-2026-02-0087.md,23204
INC-2026-02-0088,2026-001-03,"P1 - Major Degradation","Upstream Provider Outage",Workday Single Sign-On,17,240,NO,"Viktor Kim",https://wiki.helixforge.internal/postmortems/INC-2026-02-0088.md,0
INC-2026-02-0089,2026-002-17,"P1 - Major Degradation","Slurm GPU Out of Memory",Search Reranker,14,79,NO,"Devon Lin",https://wiki.helixforge.internal/postmortems/INC-2026-02-0089.md,0
INC-2026-02-0090,2026-006-13,"P0 - Critical Outage","Expired TLS Certificate",Vector Engine API,8,28,NO,"Lucas Joshi",https://wiki.helixforge.internal/postmortems/INC-2026-02-0090.md,0
INC-2026-02-0091,2026-005-25,"P1 - Major Degradation","Database Connection Pool Exhaustion",Workday Single Sign-On,8,192,NO,"Chloe Chen",https://wiki.helixforge.internal/postmortems/INC-2026-02-0091.md,0
INC-2026-02-0092,2026-006-12,"P1 - Major Degradation","Corrupted Vector Index Partition",Expensify Sync,13,38,NO,"Tariq Moreau",https://wiki.helixforge.internal/postmortems/INC-2026-02-0092.md,0
INC-2026-02-0093,2026-005-17,"P0 - Critical Outage","Database Connection Pool Exhaustion",Search Reranker,21,230,YES (Credit Issued),"Elena Vance",https://wiki.helixforge.internal/postmortems/INC-2026-02-0093.md,45876
INC-2026-02-0094,2026-001-06,"P2 - Minor Component Issue","Upstream Provider Outage",Vector Engine API,21,37,NO,"Dominic Thorne",https://wiki.helixforge.internal/postmortems/INC-2026-02-0094.md,0
INC-2026-02-0095,2026-004-16,"P2 - Minor Component Issue","BGP Route Flapping",Vector Engine API,20,235,NO,"Mei-Ling Kim",https://wiki.helixforge.internal/postmortems/INC-2026-02-0095.md,0
INC-2026-02-0096,2026-004-15,"P2 - Minor Component Issue","BGP Route Flapping",Workday Single Sign-On,20,106,NO,"Hannah Hoffmann",https://wiki.helixforge.internal/postmortems/INC-2026-02-0096.md,0
INC-2026-02-0097,2026-005-11,"P2 - Minor Component Issue","Expired TLS Certificate",Workday Single Sign-On,14,131,NO,"Liam Patel",https://wiki.helixforge.internal/postmortems/INC-2026-02-0097.md,0
INC-2026-02-0098,2026-001-23,"P1 - Major Degradation","Corrupted Vector Index Partition",Expensify Sync,25,86,NO,"Dmitri Lin",https://wiki.helixforge.internal/postmortems/INC-2026-02-0098.md,0
INC-2026-02-0099,2026-003-27,"P1 - Major Degradation","Slurm GPU Out of Memory",Workday Single Sign-On,11,74,NO,"Beatriz Dubois",https://wiki.helixforge.internal/postmortems/INC-2026-02-0099.md,0
INC-2026-02-0100,2026-005-17,"P0 - Critical Outage","Slurm GPU Out of Memory",Vector Engine API,8,57,NO,"Xavier Smith",https://wiki.helixforge.internal/postmortems/INC-2026-02-0100.md,0
INC-2026-02-0101,2026-005-01,"P0 - Critical Outage","Database Connection Pool Exhaustion",Expensify Sync,13,148,YES (Credit Issued),"Kaito Takahashi",https://wiki.helixforge.internal/postmortems/INC-2026-02-0101.md,30765
INC-2026-02-0102,2026-004-07,"P1 - Major Degradation","Database Connection Pool Exhaustion",Workday Single Sign-On,10,28,NO,"Lars Lin",https://wiki.helixforge.internal/postmortems/INC-2026-02-0102.md,0
INC-2026-02-0103,2026-006-24,"P1 - Major Degradation","Upstream Provider Outage",Vector Engine API,8,47,NO,"Priya O'Connor",https://wiki.helixforge.internal/postmortems/INC-2026-02-0103.md,0
INC-2026-02-0104,2026-004-24,"P1 - Major Degradation","Database Connection Pool Exhaustion",Workday Single Sign-On,11,34,NO,"Aisha Al-Mansoor",https://wiki.helixforge.internal/postmortems/INC-2026-02-0104.md,0
INC-2026-02-0105,2026-004-09,"P1 - Major Degradation","Slurm GPU Out of Memory",Search Reranker,4,182,NO,"Ethan Voss",https://wiki.helixforge.internal/postmortems/INC-2026-02-0105.md,0
INC-2026-02-0106,2026-002-17,"P0 - Critical Outage","Corrupted Vector Index Partition",Expensify Sync,5,59,NO,"Elena O'Connor",https://wiki.helixforge.internal/postmortems/INC-2026-02-0106.md,0
INC-2026-02-0107,2026-004-06,"P2 - Minor Component Issue","Expired TLS Certificate",Search Reranker,14,217,NO,"Mina Nguyen",https://wiki.helixforge.internal/postmortems/INC-2026-02-0107.md,0
INC-2026-02-0108,2026-004-02,"P2 - Minor Component Issue","BGP Route Flapping",Expensify Sync,5,37,NO,"Lucas Thorne",https://wiki.helixforge.internal/postmortems/INC-2026-02-0108.md,0
INC-2026-02-0109,2026-006-26,"P0 - Critical Outage","Database Connection Pool Exhaustion",Search Reranker,16,204,YES (Credit Issued),"Yuki Lin",https://wiki.helixforge.internal/postmortems/INC-2026-02-0109.md,33011
INC-2026-02-0110,2026-005-09,"P0 - Critical Outage","Slurm GPU Out of Memory",Vector Engine API,4,158,YES (Credit Issued),"Beatriz Zhao",https://wiki.helixforge.internal/postmortems/INC-2026-02-0110.md,21877
INC-2026-02-0111,2026-002-08,"P0 - Critical Outage","Expired TLS Certificate",Expensify Sync,18,75,YES (Credit Issued),"Aris Mueller",https://wiki.helixforge.internal/postmortems/INC-2026-02-0111.md,21227
INC-2026-02-0112,2026-005-16,"P1 - Major Degradation","Corrupted Vector Index Partition",Vector Engine API,8,94,NO,"Devon Joshi",https://wiki.helixforge.internal/postmortems/INC-2026-02-0112.md,0
INC-2026-02-0113,2026-001-24,"P2 - Minor Component Issue","BGP Route Flapping",Expensify Sync,19,114,NO,"Dmitri Ivanov",https://wiki.helixforge.internal/postmortems/INC-2026-02-0113.md,0
INC-2026-02-0114,2026-004-05,"P2 - Minor Component Issue","Corrupted Vector Index Partition",Expensify Sync,18,236,NO,"Sarah Tanaka",https://wiki.helixforge.internal/postmortems/INC-2026-02-0114.md,0
INC-2026-02-0115,2026-002-04,"P1 - Major Degradation","Upstream Provider Outage",Expensify Sync,6,171,NO,"Beatriz Novak",https://wiki.helixforge.internal/postmortems/INC-2026-02-0115.md,0
INC-2026-02-0116,2026-003-06,"P2 - Minor Component Issue","Slurm GPU Out of Memory",Workday Single Sign-On,19,101,NO,"Liam Patel",https://wiki.helixforge.internal/postmortems/INC-2026-02-0116.md,0
INC-2026-02-0117,2026-004-03,"P1 - Major Degradation","Upstream Provider Outage",Expensify Sync,23,158,NO,"Hannah Patel",https://wiki.helixforge.internal/postmortems/INC-2026-02-0117.md,0
INC-2026-02-0118,2026-004-23,"P2 - Minor Component Issue","Slurm GPU Out of Memory",Search Reranker,23,176,NO,"Elena Voss",https://wiki.helixforge.internal/postmortems/INC-2026-02-0118.md,0
INC-2026-02-0119,2026-002-20,"P0 - Critical Outage","Corrupted Vector Index Partition",Vector Engine API,3,55,NO,"Soren Thorne",https://wiki.helixforge.internal/postmortems/INC-2026-02-0119.md,0
