secret_path,secret_type,target_service,rotation_frequency_days,last_rotated_timestamp,next_rotation_due,rotation_mechanism,rotation_lead,audit_status,vault_cluster_id
"kv/prod/service-011/credentials","Database Master Password","microservice-runtime-v2",30,"2026-05-05T10:00:00Z","2026-06-16T10:00:00Z","Automated HashiCorp Vault Plugin","Kaito Lin","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-012/credentials","TLS Private Key","microservice-runtime-v3",90,"2026-05-09T10:00:00Z","2026-06-14T10:00:00Z","Manual YubiKey Escrow Procedure","Aisha Kim","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-013/credentials","Database Master Password","microservice-runtime-v4",30,"2026-05-12T10:00:00Z","2026-06-12T10:00:00Z","Automated HashiCorp Vault Plugin","Dominic Johnson","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-014/credentials","Database Master Password","microservice-runtime-v5",30,"2026-05-16T10:00:00Z","2026-06-03T10:00:00Z","Automated HashiCorp Vault Plugin","Isla Kim","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-015/credentials","AWS IAM Credentials","microservice-runtime-v6",30,"2026-05-16T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Kaito Thorne","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-016/credentials","AWS IAM Credentials","microservice-runtime-v7",30,"2026-05-10T10:00:00Z","2026-06-22T10:00:00Z","Manual YubiKey Escrow Procedure","Mei-Ling Lindqvist","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-017/credentials","Database Master Password","microservice-runtime-v8",30,"2026-05-20T10:00:00Z","2026-06-27T10:00:00Z","Automated HashiCorp Vault Plugin","Matteo Nguyen","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-018/credentials","Database Master Password","microservice-runtime-v9",30,"2026-05-21T10:00:00Z","2026-06-17T10:00:00Z","Automated HashiCorp Vault Plugin","Chloe Kovacs","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-019/credentials","Database Master Password","microservice-runtime-v10",30,"2026-05-17T10:00:00Z","2026-06-04T10:00:00Z","Automated HashiCorp Vault Plugin","Olivia Smith","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-020/credentials","API Bearer Token","microservice-runtime-v1",90,"2026-05-14T10:00:00Z","2026-06-26T10:00:00Z","Manual YubiKey Escrow Procedure","Elena Takahashi","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-021/credentials","AWS IAM Credentials","microservice-runtime-v2",30,"2026-05-23T10:00:00Z","2026-06-28T10:00:00Z","Automated HashiCorp Vault Plugin","Devon Ivanov","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-022/credentials","API Bearer Token","microservice-runtime-v3",90,"2026-05-18T10:00:00Z","2026-06-24T10:00:00Z","Automated HashiCorp Vault Plugin","Lars Nair","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-023/credentials","AWS IAM Credentials","microservice-runtime-v4",30,"2026-05-16T10:00:00Z","2026-06-05T10:00:00Z","Automated HashiCorp Vault Plugin","Marcus Bhat","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-024/credentials","AWS IAM Credentials","microservice-runtime-v5",30,"2026-05-18T10:00:00Z","2026-06-28T10:00:00Z","Manual YubiKey Escrow Procedure","Aisha Tanaka","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-025/credentials","TLS Private Key","microservice-runtime-v6",90,"2026-05-09T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Priya Voss","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-026/credentials","AWS IAM Credentials","microservice-runtime-v7",30,"2026-05-11T10:00:00Z","2026-06-09T10:00:00Z","Automated HashiCorp Vault Plugin","Carlos Thorne","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-027/credentials","Database Master Password","microservice-runtime-v8",30,"2026-05-05T10:00:00Z","2026-06-06T10:00:00Z","Automated HashiCorp Vault Plugin","Viktor Wong","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-028/credentials","SSH CA Signing Key","microservice-runtime-v9",90,"2026-05-06T10:00:00Z","2026-06-08T10:00:00Z","Manual YubiKey Escrow Procedure","Noah Joshi","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-029/credentials","Database Master Password","microservice-runtime-v10",30,"2026-05-10T10:00:00Z","2026-06-21T10:00:00Z","Automated HashiCorp Vault Plugin","Dmitri Al-Mansoor","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-030/credentials","AWS IAM Credentials","microservice-runtime-v1",30,"2026-05-08T10:00:00Z","2026-06-17T10:00:00Z","Automated HashiCorp Vault Plugin","Dominic Mueller","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-031/credentials","TLS Private Key","microservice-runtime-v2",90,"2026-05-16T10:00:00Z","2026-06-14T10:00:00Z","Automated HashiCorp Vault Plugin","Kaito Kovacs","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-032/credentials","Database Master Password","microservice-runtime-v3",30,"2026-05-23T10:00:00Z","2026-06-07T10:00:00Z","Manual YubiKey Escrow Procedure","Noah Kovacs","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-033/credentials","Database Master Password","microservice-runtime-v4",30,"2026-05-24T10:00:00Z","2026-06-16T10:00:00Z","Automated HashiCorp Vault Plugin","Beatriz Zhao","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-034/credentials","Database Master Password","microservice-runtime-v5",30,"2026-05-06T10:00:00Z","2026-06-21T10:00:00Z","Automated HashiCorp Vault Plugin","Viktor Joshi","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-035/credentials","AWS IAM Credentials","microservice-runtime-v6",30,"2026-05-13T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Ananya O'Connor","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-036/credentials","Database Master Password","microservice-runtime-v7",30,"2026-05-25T10:00:00Z","2026-06-12T10:00:00Z","Manual YubiKey Escrow Procedure","Liam Zhao","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-037/credentials","TLS Private Key","microservice-runtime-v8",90,"2026-05-10T10:00:00Z","2026-06-24T10:00:00Z","Automated HashiCorp Vault Plugin","Hannah Johnson","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-038/credentials","API Bearer Token","microservice-runtime-v9",90,"2026-05-02T10:00:00Z","2026-06-11T10:00:00Z","Automated HashiCorp Vault Plugin","Tariq Ivanov","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-039/credentials","SSH CA Signing Key","microservice-runtime-v10",90,"2026-05-12T10:00:00Z","2026-06-12T10:00:00Z","Automated HashiCorp Vault Plugin","Fatima Dubois","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-040/credentials","SSH CA Signing Key","microservice-runtime-v1",90,"2026-05-19T10:00:00Z","2026-06-04T10:00:00Z","Manual YubiKey Escrow Procedure","Mei-Ling Voss","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-041/credentials","Database Master Password","microservice-runtime-v2",30,"2026-05-09T10:00:00Z","2026-06-16T10:00:00Z","Automated HashiCorp Vault Plugin","Siddharth O'Connor","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-042/credentials","TLS Private Key","microservice-runtime-v3",90,"2026-05-24T10:00:00Z","2026-06-20T10:00:00Z","Automated HashiCorp Vault Plugin","Dominic Al-Mansoor","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-043/credentials","SSH CA Signing Key","microservice-runtime-v4",90,"2026-05-11T10:00:00Z","2026-06-07T10:00:00Z","Automated HashiCorp Vault Plugin","Gabriel Lin","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-044/credentials","AWS IAM Credentials","microservice-runtime-v5",30,"2026-05-25T10:00:00Z","2026-06-28T10:00:00Z","Manual YubiKey Escrow Procedure","Marcus Ivanov","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-045/credentials","AWS IAM Credentials","microservice-runtime-v6",30,"2026-05-26T10:00:00Z","2026-06-18T10:00:00Z","Automated HashiCorp Vault Plugin","Lucas Patel","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-046/credentials","AWS IAM Credentials","microservice-runtime-v7",30,"2026-05-06T10:00:00Z","2026-06-04T10:00:00Z","Automated HashiCorp Vault Plugin","Yuki Lin","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-047/credentials","API Bearer Token","microservice-runtime-v8",90,"2026-05-14T10:00:00Z","2026-06-05T10:00:00Z","Automated HashiCorp Vault Plugin","Fatima Thorne","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-048/credentials","SSH CA Signing Key","microservice-runtime-v9",90,"2026-05-15T10:00:00Z","2026-06-07T10:00:00Z","Manual YubiKey Escrow Procedure","Sarah Hale","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-049/credentials","Database Master Password","microservice-runtime-v10",30,"2026-05-26T10:00:00Z","2026-06-21T10:00:00Z","Automated HashiCorp Vault Plugin","Gabriel Santos","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-050/credentials","Database Master Password","microservice-runtime-v1",30,"2026-05-04T10:00:00Z","2026-06-05T10:00:00Z","Automated HashiCorp Vault Plugin","Yuki Kovacs","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-051/credentials","Database Master Password","microservice-runtime-v2",30,"2026-05-21T10:00:00Z","2026-06-17T10:00:00Z","Automated HashiCorp Vault Plugin","Sarah Chen","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-052/credentials","AWS IAM Credentials","microservice-runtime-v3",30,"2026-05-15T10:00:00Z","2026-06-10T10:00:00Z","Manual YubiKey Escrow Procedure","Isla Watanabe","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-053/credentials","AWS IAM Credentials","microservice-runtime-v4",30,"2026-05-01T10:00:00Z","2026-06-12T10:00:00Z","Automated HashiCorp Vault Plugin","Aisha Zhao","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-054/credentials","AWS IAM Credentials","microservice-runtime-v5",30,"2026-05-09T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Carlos Voss","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-055/credentials","AWS IAM Credentials","microservice-runtime-v6",30,"2026-05-18T10:00:00Z","2026-06-13T10:00:00Z","Automated HashiCorp Vault Plugin","Viktor Silva","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-056/credentials","TLS Private Key","microservice-runtime-v7",90,"2026-05-17T10:00:00Z","2026-06-21T10:00:00Z","Manual YubiKey Escrow Procedure","Marcus Kovacs","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-057/credentials","Database Master Password","microservice-runtime-v8",30,"2026-05-20T10:00:00Z","2026-06-08T10:00:00Z","Automated HashiCorp Vault Plugin","Raj Patel","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-058/credentials","Database Master Password","microservice-runtime-v9",30,"2026-05-08T10:00:00Z","2026-06-25T10:00:00Z","Automated HashiCorp Vault Plugin","Carlos Mueller","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-059/credentials","API Bearer Token","microservice-runtime-v10",90,"2026-05-09T10:00:00Z","2026-06-25T10:00:00Z","Automated HashiCorp Vault Plugin","Yuki Al-Mansoor","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-060/credentials","TLS Private Key","microservice-runtime-v1",90,"2026-05-19T10:00:00Z","2026-06-22T10:00:00Z","Manual YubiKey Escrow Procedure","Dmitri Novak","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-061/credentials","TLS Private Key","microservice-runtime-v2",90,"2026-05-23T10:00:00Z","2026-06-19T10:00:00Z","Automated HashiCorp Vault Plugin","Noah Chen","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-062/credentials","TLS Private Key","microservice-runtime-v3",90,"2026-05-10T10:00:00Z","2026-06-17T10:00:00Z","Automated HashiCorp Vault Plugin","Ananya Bhat","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-063/credentials","AWS IAM Credentials","microservice-runtime-v4",30,"2026-05-15T10:00:00Z","2026-06-07T10:00:00Z","Automated HashiCorp Vault Plugin","Noah Bhat","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-064/credentials","API Bearer Token","microservice-runtime-v5",90,"2026-05-20T10:00:00Z","2026-06-03T10:00:00Z","Manual YubiKey Escrow Procedure","Viktor Kim","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-065/credentials","SSH CA Signing Key","microservice-runtime-v6",90,"2026-05-22T10:00:00Z","2026-06-02T10:00:00Z","Automated HashiCorp Vault Plugin","Beatriz Watanabe","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-066/credentials","Database Master Password","microservice-runtime-v7",30,"2026-05-14T10:00:00Z","2026-06-20T10:00:00Z","Automated HashiCorp Vault Plugin","Sophia Bhat","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-067/credentials","Database Master Password","microservice-runtime-v8",30,"2026-05-07T10:00:00Z","2026-06-05T10:00:00Z","Automated HashiCorp Vault Plugin","Priya Moreau","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-068/credentials","API Bearer Token","microservice-runtime-v9",90,"2026-05-05T10:00:00Z","2026-06-15T10:00:00Z","Manual YubiKey Escrow Procedure","Sophia Dubois","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-069/credentials","AWS IAM Credentials","microservice-runtime-v10",30,"2026-05-16T10:00:00Z","2026-06-01T10:00:00Z","Automated HashiCorp Vault Plugin","Marcus Johnson","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-070/credentials","AWS IAM Credentials","microservice-runtime-v1",30,"2026-05-01T10:00:00Z","2026-06-28T10:00:00Z","Automated HashiCorp Vault Plugin","Ananya Zhao","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-071/credentials","AWS IAM Credentials","microservice-runtime-v2",30,"2026-05-16T10:00:00Z","2026-06-12T10:00:00Z","Automated HashiCorp Vault Plugin","Mei-Ling Garcia","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-072/credentials","Database Master Password","microservice-runtime-v3",30,"2026-05-05T10:00:00Z","2026-06-16T10:00:00Z","Manual YubiKey Escrow Procedure","Sophia Wong","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-073/credentials","SSH CA Signing Key","microservice-runtime-v4",90,"2026-05-11T10:00:00Z","2026-06-19T10:00:00Z","Automated HashiCorp Vault Plugin","Isla Ivanov","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-074/credentials","AWS IAM Credentials","microservice-runtime-v5",30,"2026-05-16T10:00:00Z","2026-06-17T10:00:00Z","Automated HashiCorp Vault Plugin","Tariq Watanabe","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-075/credentials","SSH CA Signing Key","microservice-runtime-v6",90,"2026-05-27T10:00:00Z","2026-06-22T10:00:00Z","Automated HashiCorp Vault Plugin","Beatriz Mueller","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-076/credentials","TLS Private Key","microservice-runtime-v7",90,"2026-05-02T10:00:00Z","2026-06-12T10:00:00Z","Manual YubiKey Escrow Procedure","Mina Moreau","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-077/credentials","API Bearer Token","microservice-runtime-v8",90,"2026-05-23T10:00:00Z","2026-06-13T10:00:00Z","Automated HashiCorp Vault Plugin","Lars Tanaka","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-078/credentials","AWS IAM Credentials","microservice-runtime-v9",30,"2026-05-22T10:00:00Z","2026-06-07T10:00:00Z","Automated HashiCorp Vault Plugin","Beatriz Nguyen","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-079/credentials","API Bearer Token","microservice-runtime-v10",90,"2026-05-19T10:00:00Z","2026-06-27T10:00:00Z","Automated HashiCorp Vault Plugin","Hannah Watanabe","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-080/credentials","Database Master Password","microservice-runtime-v1",30,"2026-05-18T10:00:00Z","2026-06-27T10:00:00Z","Manual YubiKey Escrow Procedure","Priya Nguyen","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-081/credentials","API Bearer Token","microservice-runtime-v2",90,"2026-05-15T10:00:00Z","2026-06-04T10:00:00Z","Automated HashiCorp Vault Plugin","Dominic O'Connor","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-082/credentials","API Bearer Token","microservice-runtime-v3",90,"2026-05-24T10:00:00Z","2026-06-12T10:00:00Z","Automated HashiCorp Vault Plugin","Priya Thorne","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-083/credentials","Database Master Password","microservice-runtime-v4",30,"2026-05-07T10:00:00Z","2026-06-11T10:00:00Z","Automated HashiCorp Vault Plugin","Beatriz Patel","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-084/credentials","Database Master Password","microservice-runtime-v5",30,"2026-05-07T10:00:00Z","2026-06-21T10:00:00Z","Manual YubiKey Escrow Procedure","Isla Takahashi","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-085/credentials","SSH CA Signing Key","microservice-runtime-v6",90,"2026-05-24T10:00:00Z","2026-06-15T10:00:00Z","Automated HashiCorp Vault Plugin","Priya Ivanov","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-086/credentials","TLS Private Key","microservice-runtime-v7",90,"2026-05-02T10:00:00Z","2026-06-14T10:00:00Z","Automated HashiCorp Vault Plugin","Noah Lindqvist","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-087/credentials","Database Master Password","microservice-runtime-v8",30,"2026-05-20T10:00:00Z","2026-06-12T10:00:00Z","Automated HashiCorp Vault Plugin","Mina Moreau","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-088/credentials","TLS Private Key","microservice-runtime-v9",90,"2026-05-10T10:00:00Z","2026-06-03T10:00:00Z","Manual YubiKey Escrow Procedure","Kaito Watanabe","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-089/credentials","API Bearer Token","microservice-runtime-v10",90,"2026-05-15T10:00:00Z","2026-06-21T10:00:00Z","Automated HashiCorp Vault Plugin","Chloe Dubois","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-090/credentials","SSH CA Signing Key","microservice-runtime-v1",90,"2026-05-24T10:00:00Z","2026-06-19T10:00:00Z","Automated HashiCorp Vault Plugin","Kaito Smith","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-091/credentials","SSH CA Signing Key","microservice-runtime-v2",90,"2026-05-18T10:00:00Z","2026-06-08T10:00:00Z","Automated HashiCorp Vault Plugin","Raj Chen","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-092/credentials","SSH CA Signing Key","microservice-runtime-v3",90,"2026-05-19T10:00:00Z","2026-06-27T10:00:00Z","Manual YubiKey Escrow Procedure","Mei-Ling Voss","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-093/credentials","SSH CA Signing Key","microservice-runtime-v4",90,"2026-05-25T10:00:00Z","2026-06-07T10:00:00Z","Automated HashiCorp Vault Plugin","Olivia Hale","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-094/credentials","API Bearer Token","microservice-runtime-v5",90,"2026-05-20T10:00:00Z","2026-06-13T10:00:00Z","Automated HashiCorp Vault Plugin","Chloe Zhao","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-095/credentials","SSH CA Signing Key","microservice-runtime-v6",90,"2026-05-25T10:00:00Z","2026-06-28T10:00:00Z","Automated HashiCorp Vault Plugin","Marcus Watanabe","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-096/credentials","TLS Private Key","microservice-runtime-v7",90,"2026-05-27T10:00:00Z","2026-06-12T10:00:00Z","Manual YubiKey Escrow Procedure","Sophia Dubois","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-097/credentials","Database Master Password","microservice-runtime-v8",30,"2026-05-20T10:00:00Z","2026-06-03T10:00:00Z","Automated HashiCorp Vault Plugin","Ethan Al-Mansoor","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-098/credentials","TLS Private Key","microservice-runtime-v9",90,"2026-05-05T10:00:00Z","2026-06-11T10:00:00Z","Automated HashiCorp Vault Plugin","Devon Hale","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-099/credentials","Database Master Password","microservice-runtime-v10",30,"2026-05-02T10:00:00Z","2026-06-18T10:00:00Z","Automated HashiCorp Vault Plugin","Dominic Tanaka","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-100/credentials","Database Master Password","microservice-runtime-v1",30,"2026-05-24T10:00:00Z","2026-06-16T10:00:00Z","Manual YubiKey Escrow Procedure","Viktor Voss","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-101/credentials","Database Master Password","microservice-runtime-v2",30,"2026-05-16T10:00:00Z","2026-06-17T10:00:00Z","Automated HashiCorp Vault Plugin","Beatriz Voss","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-102/credentials","Database Master Password","microservice-runtime-v3",30,"2026-05-28T10:00:00Z","2026-06-08T10:00:00Z","Automated HashiCorp Vault Plugin","Sophia Smith","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-103/credentials","TLS Private Key","microservice-runtime-v4",90,"2026-05-28T10:00:00Z","2026-06-17T10:00:00Z","Automated HashiCorp Vault Plugin","Lucas Moreau","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-104/credentials","Database Master Password","microservice-runtime-v5",30,"2026-05-02T10:00:00Z","2026-06-07T10:00:00Z","Manual YubiKey Escrow Procedure","Isla Johnson","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-105/credentials","SSH CA Signing Key","microservice-runtime-v6",90,"2026-05-27T10:00:00Z","2026-06-12T10:00:00Z","Automated HashiCorp Vault Plugin","Mei-Ling Novak","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-106/credentials","API Bearer Token","microservice-runtime-v7",90,"2026-05-09T10:00:00Z","2026-06-08T10:00:00Z","Automated HashiCorp Vault Plugin","Raj Hale","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-107/credentials","TLS Private Key","microservice-runtime-v8",90,"2026-05-17T10:00:00Z","2026-06-22T10:00:00Z","Automated HashiCorp Vault Plugin","Isla Santos","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-108/credentials","Database Master Password","microservice-runtime-v9",30,"2026-05-13T10:00:00Z","2026-06-05T10:00:00Z","Manual YubiKey Escrow Procedure","Ananya Smith","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-05"
"kv/prod/service-109/credentials","API Bearer Token","microservice-runtime-v10",90,"2026-05-24T10:00:00Z","2026-06-11T10:00:00Z","Automated HashiCorp Vault Plugin","Mara Novak","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-110/credentials","AWS IAM Credentials","microservice-runtime-v1",30,"2026-05-23T10:00:00Z","2026-06-19T10:00:00Z","Automated HashiCorp Vault Plugin","Chloe Tanaka","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-111/credentials","AWS IAM Credentials","microservice-runtime-v2",30,"2026-05-18T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Soren Chen","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-112/credentials","API Bearer Token","microservice-runtime-v3",90,"2026-05-22T10:00:00Z","2026-06-20T10:00:00Z","Manual YubiKey Escrow Procedure","Fatima Vance","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-113/credentials","Database Master Password","microservice-runtime-v4",30,"2026-05-03T10:00:00Z","2026-06-19T10:00:00Z","Automated HashiCorp Vault Plugin","Liam Takahashi","COMPLIANT_ROTATED","VAULT-PROD-05"
"kv/prod/service-114/credentials","Database Master Password","microservice-runtime-v5",30,"2026-05-19T10:00:00Z","2026-06-14T10:00:00Z","Automated HashiCorp Vault Plugin","Lars Nguyen","COMPLIANT_ROTATED","VAULT-PROD-05"
