secret_path,secret_type,target_service,rotation_frequency_days,last_rotated_timestamp,next_rotation_due,rotation_mechanism,rotation_lead,audit_status,vault_cluster_id
"kv/prod/service-028/credentials","AWS IAM Credentials","microservice-runtime-v9",30,"2026-05-11T10:00:00Z","2026-06-25T10:00:00Z","Manual YubiKey Escrow Procedure","Chen Hale","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-029/credentials","API Bearer Token","microservice-runtime-v10",90,"2026-05-11T10:00:00Z","2026-06-16T10:00:00Z","Automated HashiCorp Vault Plugin","Viktor O'Connor","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-030/credentials","TLS Private Key","microservice-runtime-v1",90,"2026-05-19T10:00:00Z","2026-06-13T10:00:00Z","Automated HashiCorp Vault Plugin","Carlos Kim","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-031/credentials","AWS IAM Credentials","microservice-runtime-v2",30,"2026-05-10T10:00:00Z","2026-06-18T10:00:00Z","Automated HashiCorp Vault Plugin","Liam Moreau","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-032/credentials","TLS Private Key","microservice-runtime-v3",90,"2026-05-06T10:00:00Z","2026-06-28T10:00:00Z","Manual YubiKey Escrow Procedure","Kaito Voss","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-033/credentials","TLS Private Key","microservice-runtime-v4",90,"2026-05-25T10:00:00Z","2026-06-07T10:00:00Z","Automated HashiCorp Vault Plugin","Hannah Bhat","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-034/credentials","TLS Private Key","microservice-runtime-v5",90,"2026-05-24T10:00:00Z","2026-06-11T10:00:00Z","Automated HashiCorp Vault Plugin","Aris Vance","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-035/credentials","API Bearer Token","microservice-runtime-v6",90,"2026-05-02T10:00:00Z","2026-06-02T10:00:00Z","Automated HashiCorp Vault Plugin","Ethan Johnson","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-036/credentials","Database Master Password","microservice-runtime-v7",30,"2026-05-14T10:00:00Z","2026-06-22T10:00:00Z","Manual YubiKey Escrow Procedure","Tariq Novak","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-04"
"kv/prod/service-037/credentials","API Bearer Token","microservice-runtime-v8",90,"2026-05-20T10:00:00Z","2026-06-20T10:00:00Z","Automated HashiCorp Vault Plugin","Olivia Silva","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-038/credentials","API Bearer Token","microservice-runtime-v9",90,"2026-05-05T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Mina Takahashi","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-039/credentials","AWS IAM Credentials","microservice-runtime-v10",30,"2026-05-15T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Xavier Vance","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-040/credentials","TLS Private Key","microservice-runtime-v1",90,"2026-05-17T10:00:00Z","2026-06-22T10:00:00Z","Manual YubiKey Escrow Procedure","Priya Lindqvist","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-041/credentials","TLS Private Key","microservice-runtime-v2",90,"2026-05-24T10:00:00Z","2026-06-21T10:00:00Z","Automated HashiCorp Vault Plugin","Ananya Lindqvist","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-042/credentials","AWS IAM Credentials","microservice-runtime-v3",30,"2026-05-10T10:00:00Z","2026-06-14T10:00:00Z","Automated HashiCorp Vault Plugin","Isla Patel","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-043/credentials","AWS IAM Credentials","microservice-runtime-v4",30,"2026-05-23T10:00:00Z","2026-06-03T10:00:00Z","Automated HashiCorp Vault Plugin","Elena Ivanov","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-044/credentials","API Bearer Token","microservice-runtime-v5",90,"2026-05-18T10:00:00Z","2026-06-15T10:00:00Z","Manual YubiKey Escrow Procedure","Chen Watanabe","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-045/credentials","TLS Private Key","microservice-runtime-v6",90,"2026-05-03T10:00:00Z","2026-06-06T10:00:00Z","Automated HashiCorp Vault Plugin","Ethan Watanabe","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-04"
"kv/prod/service-046/credentials","API Bearer Token","microservice-runtime-v7",90,"2026-05-16T10:00:00Z","2026-06-01T10:00:00Z","Automated HashiCorp Vault Plugin","Aisha Takahashi","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-047/credentials","TLS Private Key","microservice-runtime-v8",90,"2026-05-16T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Marcus Lindqvist","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-048/credentials","SSH CA Signing Key","microservice-runtime-v9",90,"2026-05-10T10:00:00Z","2026-06-22T10:00:00Z","Manual YubiKey Escrow Procedure","Marcus Ivanov","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-049/credentials","SSH CA Signing Key","microservice-runtime-v10",90,"2026-05-02T10:00:00Z","2026-06-09T10:00:00Z","Automated HashiCorp Vault Plugin","Priya Voss","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-050/credentials","SSH CA Signing Key","microservice-runtime-v1",90,"2026-05-14T10:00:00Z","2026-06-05T10:00:00Z","Automated HashiCorp Vault Plugin","Mei-Ling Ivanov","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-051/credentials","TLS Private Key","microservice-runtime-v2",90,"2026-05-24T10:00:00Z","2026-06-23T10:00:00Z","Automated HashiCorp Vault Plugin","Zoe Watanabe","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-052/credentials","AWS IAM Credentials","microservice-runtime-v3",30,"2026-05-10T10:00:00Z","2026-06-06T10:00:00Z","Manual YubiKey Escrow Procedure","Siddharth Nair","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-053/credentials","SSH CA Signing Key","microservice-runtime-v4",90,"2026-05-07T10:00:00Z","2026-06-03T10:00:00Z","Automated HashiCorp Vault Plugin","Gabriel Thorne","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-054/credentials","Database Master Password","microservice-runtime-v5",30,"2026-05-23T10:00:00Z","2026-06-03T10:00:00Z","Automated HashiCorp Vault Plugin","Noah Dubois","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-04"
"kv/prod/service-055/credentials","SSH CA Signing Key","microservice-runtime-v6",90,"2026-05-27T10:00:00Z","2026-06-11T10:00:00Z","Automated HashiCorp Vault Plugin","Mina Dubois","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-056/credentials","Database Master Password","microservice-runtime-v7",30,"2026-05-21T10:00:00Z","2026-06-05T10:00:00Z","Manual YubiKey Escrow Procedure","Chloe Smith","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-057/credentials","Database Master Password","microservice-runtime-v8",30,"2026-05-28T10:00:00Z","2026-06-14T10:00:00Z","Automated HashiCorp Vault Plugin","Viktor Moreau","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-058/credentials","Database Master Password","microservice-runtime-v9",30,"2026-05-22T10:00:00Z","2026-06-02T10:00:00Z","Automated HashiCorp Vault Plugin","Yuki Kovacs","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-059/credentials","API Bearer Token","microservice-runtime-v10",90,"2026-05-14T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Priya Chen","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-060/credentials","Database Master Password","microservice-runtime-v1",30,"2026-05-17T10:00:00Z","2026-06-18T10:00:00Z","Manual YubiKey Escrow Procedure","Tariq Wong","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-061/credentials","AWS IAM Credentials","microservice-runtime-v2",30,"2026-05-03T10:00:00Z","2026-06-27T10:00:00Z","Automated HashiCorp Vault Plugin","Marcus Smith","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-062/credentials","Database Master Password","microservice-runtime-v3",30,"2026-05-01T10:00:00Z","2026-06-03T10:00:00Z","Automated HashiCorp Vault Plugin","Fatima Nair","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-063/credentials","Database Master Password","microservice-runtime-v4",30,"2026-05-26T10:00:00Z","2026-06-13T10:00:00Z","Automated HashiCorp Vault Plugin","Aris Dubois","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-04"
"kv/prod/service-064/credentials","TLS Private Key","microservice-runtime-v5",90,"2026-05-28T10:00:00Z","2026-06-26T10:00:00Z","Manual YubiKey Escrow Procedure","Aisha Patel","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-065/credentials","API Bearer Token","microservice-runtime-v6",90,"2026-05-23T10:00:00Z","2026-06-15T10:00:00Z","Automated HashiCorp Vault Plugin","Aris Takahashi","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-066/credentials","AWS IAM Credentials","microservice-runtime-v7",30,"2026-05-02T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Fatima Johnson","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-067/credentials","SSH CA Signing Key","microservice-runtime-v8",90,"2026-05-18T10:00:00Z","2026-06-16T10:00:00Z","Automated HashiCorp Vault Plugin","Viktor Zhao","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-068/credentials","API Bearer Token","microservice-runtime-v9",90,"2026-05-17T10:00:00Z","2026-06-17T10:00:00Z","Manual YubiKey Escrow Procedure","Devon Hale","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-069/credentials","TLS Private Key","microservice-runtime-v10",90,"2026-05-20T10:00:00Z","2026-06-23T10:00:00Z","Automated HashiCorp Vault Plugin","Zoe Patel","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-070/credentials","API Bearer Token","microservice-runtime-v1",90,"2026-05-01T10:00:00Z","2026-06-11T10:00:00Z","Automated HashiCorp Vault Plugin","Sarah Bhat","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-071/credentials","TLS Private Key","microservice-runtime-v2",90,"2026-05-24T10:00:00Z","2026-06-24T10:00:00Z","Automated HashiCorp Vault Plugin","Raj Takahashi","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-072/credentials","AWS IAM Credentials","microservice-runtime-v3",30,"2026-05-28T10:00:00Z","2026-06-07T10:00:00Z","Manual YubiKey Escrow Procedure","Matteo Patel","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-04"
"kv/prod/service-073/credentials","SSH CA Signing Key","microservice-runtime-v4",90,"2026-05-04T10:00:00Z","2026-06-04T10:00:00Z","Automated HashiCorp Vault Plugin","Sophia Garcia","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-074/credentials","Database Master Password","microservice-runtime-v5",30,"2026-05-03T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Aisha Moreau","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-075/credentials","Database Master Password","microservice-runtime-v6",30,"2026-05-14T10:00:00Z","2026-06-14T10:00:00Z","Automated HashiCorp Vault Plugin","Soren Nair","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-076/credentials","Database Master Password","microservice-runtime-v7",30,"2026-05-20T10:00:00Z","2026-06-11T10:00:00Z","Manual YubiKey Escrow Procedure","Chen Takahashi","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-077/credentials","SSH CA Signing Key","microservice-runtime-v8",90,"2026-05-11T10:00:00Z","2026-06-25T10:00:00Z","Automated HashiCorp Vault Plugin","Dominic Joshi","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-078/credentials","TLS Private Key","microservice-runtime-v9",90,"2026-05-27T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Ethan Silva","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-079/credentials","TLS Private Key","microservice-runtime-v10",90,"2026-05-28T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Matteo Nair","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-080/credentials","AWS IAM Credentials","microservice-runtime-v1",30,"2026-05-12T10:00:00Z","2026-06-14T10:00:00Z","Manual YubiKey Escrow Procedure","Sophia Zhao","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-081/credentials","TLS Private Key","microservice-runtime-v2",90,"2026-05-28T10:00:00Z","2026-06-07T10:00:00Z","Automated HashiCorp Vault Plugin","Noah Nair","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-04"
"kv/prod/service-082/credentials","SSH CA Signing Key","microservice-runtime-v3",90,"2026-05-03T10:00:00Z","2026-06-23T10:00:00Z","Automated HashiCorp Vault Plugin","Aris Novak","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-083/credentials","AWS IAM Credentials","microservice-runtime-v4",30,"2026-05-23T10:00:00Z","2026-06-27T10:00:00Z","Automated HashiCorp Vault Plugin","Gabriel Silva","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-084/credentials","Database Master Password","microservice-runtime-v5",30,"2026-05-20T10:00:00Z","2026-06-22T10:00:00Z","Manual YubiKey Escrow Procedure","Carlos Kovacs","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-085/credentials","API Bearer Token","microservice-runtime-v6",90,"2026-05-03T10:00:00Z","2026-06-07T10:00:00Z","Automated HashiCorp Vault Plugin","Raj Thorne","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-086/credentials","TLS Private Key","microservice-runtime-v7",90,"2026-05-26T10:00:00Z","2026-06-04T10:00:00Z","Automated HashiCorp Vault Plugin","Mara Chen","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-087/credentials","Database Master Password","microservice-runtime-v8",30,"2026-05-16T10:00:00Z","2026-06-09T10:00:00Z","Automated HashiCorp Vault Plugin","Dominic Patel","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-088/credentials","AWS IAM Credentials","microservice-runtime-v9",30,"2026-05-26T10:00:00Z","2026-06-05T10:00:00Z","Manual YubiKey Escrow Procedure","Mara Silva","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-089/credentials","SSH CA Signing Key","microservice-runtime-v10",90,"2026-05-17T10:00:00Z","2026-06-25T10:00:00Z","Automated HashiCorp Vault Plugin","Raj Nair","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-090/credentials","AWS IAM Credentials","microservice-runtime-v1",30,"2026-05-23T10:00:00Z","2026-06-23T10:00:00Z","Automated HashiCorp Vault Plugin","Matteo Tanaka","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-04"
"kv/prod/service-091/credentials","TLS Private Key","microservice-runtime-v2",90,"2026-05-15T10:00:00Z","2026-06-03T10:00:00Z","Automated HashiCorp Vault Plugin","Chen Bhat","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-092/credentials","TLS Private Key","microservice-runtime-v3",90,"2026-05-13T10:00:00Z","2026-06-05T10:00:00Z","Manual YubiKey Escrow Procedure","Ava Zhao","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-093/credentials","API Bearer Token","microservice-runtime-v4",90,"2026-05-14T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Viktor Vance","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-094/credentials","TLS Private Key","microservice-runtime-v5",90,"2026-05-27T10:00:00Z","2026-06-11T10:00:00Z","Automated HashiCorp Vault Plugin","Siddharth Bhat","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-095/credentials","SSH CA Signing Key","microservice-runtime-v6",90,"2026-05-27T10:00:00Z","2026-06-23T10:00:00Z","Automated HashiCorp Vault Plugin","Mara Dubois","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-096/credentials","AWS IAM Credentials","microservice-runtime-v7",30,"2026-05-20T10:00:00Z","2026-06-24T10:00:00Z","Manual YubiKey Escrow Procedure","Ananya Hale","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-097/credentials","SSH CA Signing Key","microservice-runtime-v8",90,"2026-05-11T10:00:00Z","2026-06-20T10:00:00Z","Automated HashiCorp Vault Plugin","Isla Voss","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-098/credentials","TLS Private Key","microservice-runtime-v9",90,"2026-05-13T10:00:00Z","2026-06-01T10:00:00Z","Automated HashiCorp Vault Plugin","Lucas Johnson","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-099/credentials","API Bearer Token","microservice-runtime-v10",90,"2026-05-27T10:00:00Z","2026-06-28T10:00:00Z","Automated HashiCorp Vault Plugin","Hannah Johnson","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-04"
"kv/prod/service-100/credentials","TLS Private Key","microservice-runtime-v1",90,"2026-05-24T10:00:00Z","2026-06-04T10:00:00Z","Manual YubiKey Escrow Procedure","Elena Ivanov","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-101/credentials","AWS IAM Credentials","microservice-runtime-v2",30,"2026-05-12T10:00:00Z","2026-06-28T10:00:00Z","Automated HashiCorp Vault Plugin","Carlos Hale","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-102/credentials","SSH CA Signing Key","microservice-runtime-v3",90,"2026-05-15T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Priya Santos","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-103/credentials","Database Master Password","microservice-runtime-v4",30,"2026-05-01T10:00:00Z","2026-06-28T10:00:00Z","Automated HashiCorp Vault Plugin","Olivia Takahashi","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-104/credentials","API Bearer Token","microservice-runtime-v5",90,"2026-05-16T10:00:00Z","2026-06-16T10:00:00Z","Manual YubiKey Escrow Procedure","Viktor Silva","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-105/credentials","SSH CA Signing Key","microservice-runtime-v6",90,"2026-05-21T10:00:00Z","2026-06-18T10:00:00Z","Automated HashiCorp Vault Plugin","Lars Chen","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-106/credentials","API Bearer Token","microservice-runtime-v7",90,"2026-05-10T10:00:00Z","2026-06-03T10:00:00Z","Automated HashiCorp Vault Plugin","Elena Voss","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-107/credentials","SSH CA Signing Key","microservice-runtime-v8",90,"2026-05-22T10:00:00Z","2026-06-03T10:00:00Z","Automated HashiCorp Vault Plugin","Mara Watanabe","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-108/credentials","Database Master Password","microservice-runtime-v9",30,"2026-05-19T10:00:00Z","2026-06-20T10:00:00Z","Manual YubiKey Escrow Procedure","Yuki Hoffmann","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-04"
"kv/prod/service-109/credentials","Database Master Password","microservice-runtime-v10",30,"2026-05-06T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Mei-Ling Dubois","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-110/credentials","TLS Private Key","microservice-runtime-v1",90,"2026-05-04T10:00:00Z","2026-06-11T10:00:00Z","Automated HashiCorp Vault Plugin","Lars Nair","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-111/credentials","Database Master Password","microservice-runtime-v2",30,"2026-05-09T10:00:00Z","2026-06-07T10:00:00Z","Automated HashiCorp Vault Plugin","Chloe Thorne","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-112/credentials","API Bearer Token","microservice-runtime-v3",90,"2026-05-26T10:00:00Z","2026-06-03T10:00:00Z","Manual YubiKey Escrow Procedure","Elena Voss","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-113/credentials","Database Master Password","microservice-runtime-v4",30,"2026-05-21T10:00:00Z","2026-06-21T10:00:00Z","Automated HashiCorp Vault Plugin","Tariq Hoffmann","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-114/credentials","AWS IAM Credentials","microservice-runtime-v5",30,"2026-05-11T10:00:00Z","2026-06-18T10:00:00Z","Automated HashiCorp Vault Plugin","Mina Ivanov","COMPLIANT_ROTATED","VAULT-PROD-04"
"kv/prod/service-115/credentials","TLS Private Key","microservice-runtime-v6",90,"2026-05-27T10:00:00Z","2026-06-19T10:00:00Z","Automated HashiCorp Vault Plugin","Kaito Santos","COMPLIANT_ROTATED","VAULT-PROD-04"
